,0,1,2,3
1383,cathedral,кафедральный собор,[kəˈθiː.drəl],[kəˈθiː.drəl]
1384,lavish,"расточать, быть щедрым, щедрый",[ˈlæv.ɪʃ],[ˈlæv.ɪʃ]
1385,ah,"ампер-час, ах",[ɑː],[ɑː]
1386,helicopter,вертолет,[ˈhel.ɪˌkɒp.tər],[-ˌkɑːp.tɚ]
1387,interaction,взаимодействие,[ˌɪn.təˈræk.ʃən],[-t̬ɚ-]
1388,shiver,дрожь,[ˈʃɪv.ər],[-ɚ]
1389,external,внешний,[ɪkˈstɜː.nəl],[-ˈstɝː-]
1390,tactic,тактика,[ˈtæk.tɪk],[ˈtæk.tɪk]
1391,pier,"пирс, мол, причал",[pɪər],[pɪr]
1392,sore,"больной, воспаленный, болезненный, болит",[sɔː(r)],[sɔːr]
1393,dominate,доминировать,[ˈdɒmɪneɪt],[ˈdɑːmɪneɪt]
1394,toe,палец на ноге,[təʊ],[toʊ]
1395,discrepancy,"несоответствие, расхождение, противоречие",[dɪˈskrep.ən.si],[dɪˈskrep.ən.si]
1396,ribbon,"лента, ленточка, орденская лента",[ˈrɪb.ən],[ˈrɪb.ən]
1397,fraud,"мошенничество, обман, мошенник",[frɔːd],[frɑːd]
1398,comparison,сравнение,[kəmˈpærɪsn],[kəmˈpærɪsn]
1399,once,один раз,[wʌns],[wʌns]
1400,deficient,неполноценный,[dɪˈfɪʃ.ənt],[dɪˈfɪʃ.ənt]
1401,bush,"втулка, куст, кустарник",[bʊʃ],[bʊʃ]
1402,warn,"предупреждать, предостерегать, упреждать",[wɔːn],[wɔːrn]
1403,analyst,"аналитик, обозреватель, психоаналитик",[ˈæn.ə.lɪst],[ˈæn.ə.lɪst]
1404,victim,"жертва, потерпевший",[ˈvɪktɪm],[ˈvɪktɪm]
1405,innocent,невиновный,[ˈɪnəsnt],[ˈɪnəsnt]
1406,funnel,"воронка, дымовая труба, дымоход",[ˈfʌn.əl],[ˈfʌn.əl]
1407,description,описание,[dɪˈskrɪpʃn],[dɪˈskrɪpʃn]
1408,yearn,тосковать,[jɜːn],[jɝːn]
1409,consecutive,"последовательный, следственный",[kənˈsek.jʊ.tɪv],[-t̬ɪv]
1410,expertise,экспертиза,[ˌek.spɜːˈtiːz],[-spɝː-]
1411,tax,налог,[tæks],[tæks]
1412,politically,политически,[pəˈlɪtɪkli],[pəˈlɪtɪkli]
1413,housewife,"домохозяйка, хозяйка, домашняя хозяйка",[ˈhaʊs.waɪf],[ˈhaʊs.waɪf]
1414,burn,сжечь,[bɜːn],[bɜːrn]
1415,problem,проблема,[ˈprɒbləm],[ˈprɑːbləm]
1416,science,"наука, естественные науки, знание",[ˈsaɪəns],[ˈsaɪəns]
1417,circuit,"схема, цепь, контур",[ˈsɜː.kɪt],[ˈsɝː-]
1418,willing,желающий,[ˈwɪlɪŋ],[ˈwɪlɪŋ]
1419,foil,фольга,[fɔɪl],[fɔɪl]
1420,replicate,"копировать, повторять, делать реплику",[ˈrep.lɪ.keɪt],[ˈrep.lɪ.keɪt]
1421,engine,двигатель,[ˈendʒɪn],[ˈendʒɪn]
1422,occasionally,время от времени,[əˈkeɪʒnəli],[əˈkeɪʒnəli]
1423,berth,причал,[bɜːθ],[bɝːθ]
1424,ask,спросить,[ɑːsk],[æsk]
1425,alongside,рядом,[əˌlɒŋˈsaɪd],[əˌlɔːŋˈsaɪd]
1426,crop,урожай,[krɒp],[krɑːp]
1427,queer,странный,[kwɪər],[kwɪr]
1428,dental,стоматологический,[ˈden.təl],[-t̬əl]
1429,shift,сдвиг,[ʃɪft],[ʃɪft]
1430,honest,"честный, искренний, правдивый",[ˈɒnɪst],[ˈɑːnɪst]
1431,civil,"гражданский, государственный, штатский",[ˈsɪvl],[ˈsɪvl]
1432,mutual,взаимный,[ˈmjuː.tʃu.əl],[ˈmjuː.tʃu.əl]
1433,recovery,восстановление,[rɪˈkʌv.ər.i],[-ɚ-]
1434,freight,фрахт,[freɪt],[freɪt]
1435,idea,идея,[aɪˈdɪə],[aɪˈdiːə]
1436,screenplay,сценарий,[ˈskriːn.pleɪ],[ˈskriːn.pleɪ]
1437,coal,каменный уголь,[kəʊl],[koʊl]
1438,fir,"ель, пихта",[ˈfɜːr],[ˈfɝːr]
1439,grocery,бакалея,[ˈɡrəʊsəri],[ˈɡroʊsəri]
1440,helpless,"беспомощный, беззащитный, неумелый",[ˈhelp.ləs],[ˈhelp.ləs]
1441,abundant,обильный,[əˈbʌn.dənt],[əˈbʌn.dənt]
1442,stomp,"топать, плясать с притопами, топот",[stɒmp],[stɑːmp]
1443,join,присоединиться,[dʒɔɪn],[dʒɔɪn]
1444,domestic,"внутренний, отечественный, домашний",[dəˈmestɪk],[dəˈmestɪk]
1445,definitely,определенно,[ˈdefɪnətli],[ˈdefɪnətli]
1446,casualty,несчастный случай,[ˈkæʒ.ju.əl.ti],[ˈkæʒ.ju.əl.ti]
1447,virtually,практически,[ˈvɜːtʃuəli],[ˈvɜːrtʃuəli]
1448,adjacent,"смежный, соседний, примыкающий",[əˈdʒeɪ.sənt],[əˈdʒeɪ.sənt]
1449,vote,голос,[vəʊt],[voʊt]
1450,dish,блюдо,[dɪʃ],[dɪʃ]
1451,nanny,"няня, нянюшка, медсестра",[ˈnæn.i],[ˈnæn.i]
1452,darn,"штопать, заштопать, чинить",[dɑːn],[dɑːrn]
1453,industry,промышленность,[ˈɪndəstri],[ˈɪndəstri]
1454,building,здание,[ˈbɪldɪŋ],[ˈbɪldɪŋ]
1455,climax,кульминация,[ˈklaɪ.mæks],[ˈklaɪ.mæks]
1456,vain,"тщеславный, пустой, тщетный",[veɪn],[veɪn]
1457,slum,"трущобы, трущоба, посещать трущобы",[slʌm],[ˈslʌm.i]
1458,dude,чувак,[duːd],[duːd]
1459,doctor,"доктор, врач, эскулап",[ˈdɒktə(r)],[ˈdɑːktər]
1460,chestnut,"каштан, избитый анекдот, бабка",[ˈtʃes.nʌt],[ˈtʃes.nʌt]
1461,goof,Лох,[ɡuːf],[ɡuːf]
1462,highly,высоко,[ˈhaɪli],[ˈhaɪli]
1463,deft,ловкий,[deft],[ˈdeft.li]
1464,depress,угнетать,[dɪˈpres],[dɪˈpres]
1465,boundary,граница,[ˈbaʊn.dər.i],[-dri]
1466,sleek,"гладкий, холеный, прилизанный",[sliːk],[sliːk]
1467,rate,"скорость, ставка, темп",[reɪt],[reɪt]
1468,pineapple,"ананас, лимонка, ручная граната",[ˈpaɪnˌæp.l̩],[ˈpaɪnˌæp.l̩]
1469,closure,"закрытие, завершение, смыкание",[ˈkləʊ.ʒər],[ˈkloʊ.ʒɚ]
1470,tune,"настроить, настраивать, регулировать",[tjuːn],[tuːn]
1471,introduce,"вводить, вносить, представлять",[ˌɪntrəˈdjuːs],[ˈduːs]
1472,slap,"пощечина, шлепок, шлепать",[slæp],[slæp]
1473,sublime,возвышенный,[səˈblaɪm],[səˈblaɪm]
1474,punch,удар,[pʌntʃ],[pʌntʃ]
1475,altogether,в целом,[ˌɔːltəˈɡeðə(r)],[ˌɔːltəˈɡeðər]
1476,fault,"вина, неисправность, ошибка",[fɔːlt],[fɔːlt]
1477,involved,"вовлеченный, замешанный, сложный, участвует",[ɪnˈvɒlvd],[ɪnˈvɑːlvd]
1478,oversight,"недосмотр, надзор, оплошность",[ˈəʊ.və.saɪt],[ˈoʊ.vɚ-]
1479,interrogate,допросить,[ɪnˈter.ə.ɡeɪt],[ɪnˈter.ə.ɡeɪt]
1480,American,"американский, американец, американка, Американец",[əˈmer.ɪ.kən],[əˈmer.ɪ.kən]
1481,directory,"каталог, справочник, директория",[dɪˈrek.tər.i],[daɪ-]
1482,gross,валовой,[ɡrəʊs],[ɡroʊs]
1483,mob,"толпа, чернь, мафия",[mɒb],[mɑːb]
1484,real,настоящий,[rɪəl],[ˈriːəl]
1485,do,делать,[du],[du]
1486,vegetable,"овощ, овощной, растительный",[ˈvedʒtəbl],[ˈvedʒtəbl]
1487,overtime,"сверхурочно, сверхурочное время, дополнительное время, через некоторое время",[ˈəʊ.və.taɪm],[ˈoʊ.vɚ-]
1488,bury,"похоронить, хоронить, закапывать",[ˈberi],[ˈberi]
1489,gloom,"мрак, уныние, мрачность",[ɡluːm],[ɡluːm]
1490,needle,"игла, иголка, спица",[ˈniːdl],[ˈniːdl]
1491,then,тогда,[ðen],[ðen]
1492,intelligence,"интеллект, разведка, ум",[ɪnˈtelɪdʒəns],[ɪnˈtelɪdʒəns]
1493,outdated,"устаревший, устарелый",[ˌaʊtˈdeɪ.tɪd],[-t̬ɪd]
1494,short,"короткий, краткий, краткосрочный, короткая",[ʃɔːt],[ʃɔːrt]
1495,spike,"шип, шиповки, колос",[spaɪk],[spaɪk]
1496,sovereign,"суверенный, верховный, независимый, суверен",[ˈsɒv.ər.ɪn],[ˈsɑːv.rən]
1497,reaction,реакция,[riˈækʃn],[riˈækʃn]
1498,abnormal,аномальный,[æbˈnɔː.məl],[-ˈnɔːr-]
1499,corporation,"корпорация, акционерное общество, большой живот",[ˌkɔː.pərˈeɪ.ʃən],[ˌkɔːr.pəˈreɪ-]
1500,bloat,"раздуваться, пухнуть, коптить, раздувание",[bləʊt],[bloʊt]
1501,buckle,пряжка,[ˈbʌk.l̩],[ˈbʌk.l̩]
1502,bone,"кость, костяк, скелет",[bəʊn],[boʊn]
1503,chapter,"глава, сюжет, тема",[ˈtʃæptə(r)],[ˈtʃæptər]
1504,adjustment,корректировка,[əˈdʒʌst.mənt],[əˈdʒʌst.mənt]
1505,mandatory,"обязательный, принудительный, мандатный",[ˈmæn.də.tər.i],[-tɔːr.i]
1506,poll,"голосование, список избирателей, затылок",[pəʊl],[poʊl]
1507,noise,"шум, звук, помеха",[nɔɪz],[nɔɪz]
1508,laughter,смех,[ˈlɑːf.tər],[ˈlæf.tɚ]
1509,garden,сад,[ˈɡɑːdn],[ˈɡɑːrdn]
1510,glamour,"очарование, чары, волшебство, гламур",[ˈɡlæm.ər],[-ɚ]
1511,preliminary,предварительный,[prɪˈlɪm.ɪ.nər.i],[-ə.ner-]
1512,butt,"задница, торец, приклад",[bʌt],[bʌt]
1513,bark,"кора, лай, барк",[bɑːk],[bɑːrk]
1514,cram,"давка, толкотня, нахватанные знания, втиснуть",[kræm],[kræm]
1515,deity,"божество, божественность, бог",[ˈdeɪ.ɪ.ti],[ˈdiː.ə.t̬i]
1516,good,"благо, добро, польза, хорошо",[ɡʊd],[ɡʊd]
1517,hebrew,"иврит, еврей, иудей",[ˈhiː.bruː],[ˈhiː.bruː]
1518,sketch,"эскиз, набросок, скетч",[sketʃ],[sketʃ]
1519,sturdy,крепкий,[ˈstɜː.di],[ˈstɝː-]
1520,wait,Подождите,[weɪt],[weɪt]
1521,tomato,"помидор, томат, персик",[təˈmɑːtəʊ],[təˈmeɪtoʊ]
1522,ahead,"вперед, впереди, напролом",[əˈhed],[əˈhed]
1523,snake,змея,[sneɪk],[sneɪk]
1524,myself,"себе, себя, сам",[maɪˈself],[maɪˈself]
1525,envy,зависть,[ˈen.vi],[ˈen.vi]
1526,purple,пурпурный,[ˈpɜːpl],[ˈpɜːrpl]
1527,indifferent,в разных,[ɪnˈdɪf.ər.ənt],[-rənt]
1528,glow,"свечение, жар, румянец, светиться",[ɡləʊ],[ɡloʊ]
1529,lock,"замок, запор, шлюз",[lɒk],[lɑːk]
1530,handbook,справочник,[ˈhænd.bʊk],[ˈhænd.bʊk]
1531,herb,"трава, растение",[hɜːb],[ɝːb]
1532,partner,партнер,[ˈpɑːtnə(r)],[ˈpɑːrtnər]
1533,whale,"кит, масса, бить китов",[weɪl],[weɪl]
1534,copper,медь,[ˈkɒp.ər],[ˈkɑː.pɚ]
1535,character,"характер, символ, персонаж",[ˈkærəktə(r)],[ˈkærəktər]
1536,mask,маска,[mɑːsk],[mæsk]
1537,badge,значок,[bædʒ],[bædʒ]
1538,conclude,"заключать, делать вывод, заканчивать, заключить",[kənˈkluːd],[kənˈkluːd]
1539,rather,скорее,[ˈrɑːðə(r)],[ˈræðər]
1540,special,"специальный, особый, особенный",[ˈspeʃl],[ˈspeʃl]
1541,plate,тарелка,[pleɪt],[pleɪt]
1542,bowl,"чаша, миска, шар",[bəʊl],[boʊl]
1543,anticipate,"предвидеть, ожидать, предвосхищать",[ænˈtɪsɪpeɪt],[ænˈtɪsɪpeɪt]
1544,proper,"надлежащий, правильный, собственный",[ˈprɒpə(r)],[ˈprɑːpər]
1545,bankrupt,"банкрот, несостоятельный должник, несостоятельный",[ˈbæŋ.krʌpt],[ˈbæŋ.krʌpt]
1546,fairly,"довольно, достаточно, справедливо, честно",[ˈfeəli],[ˈferli]
1547,conquer,"покорять, завоевывать, побеждать, завоевать",[ˈkɒŋ.kər],[ˈkɑːŋ.kɚ]
1548,standard,"стандарт, норма, эталон",[ˈstændəd],[ˈstændərd]
1549,remember,Помните,[rɪˈmembə(r)],[rɪˈmembər]
1550,exchange,"обмен, биржа, замена",[ɪksˈtʃeɪndʒ],[ɪksˈtʃeɪndʒ]
1551,cannon,"пушка, орудие, карамболь",[ˈkæn.ən],[ˈkæn.ən]
1552,fashion,"мода, стиль, образ",[ˈfæʃn],[ˈfæʃn]
1553,manufacturer,производитель,[ˌmænjuˈfæktʃərə(r)],[ˌmænjuˈfæktʃərər]
1554,knot,"узел, сучок, кучка, морской узел",[nɒt],[nɑːt]
1555,modify,"модифицировать, видоизменять, определять",[ˈmɒd.ɪ.faɪ],[ˈmɑː.dɪ-]
1556,acclaim,"приветствовать, шумно аплодировать, аплодировать, признание",[əˈkleɪm],[əˈkleɪm]
1557,tuck,"складка, еда, засовывать, подоткать",[tʌk],[tʌk]
1558,feather,"перо, оперение, шпонка",[ˈfeðə(r)],[ˈfeðər]
1559,literature,"литература, словесность",[ˈlɪtrətʃə(r)],[ˈlɪtrətʃər]
1560,honey,"мед, милая, милый",[ˈhʌn.i],[ˈhʌn.i]
1561,bound,связанный,[baʊnd],[baʊnd]
1562,hopeful,"надеющийся, многообещающий, подающий надежды, обнадеживающий",[ˈhəʊp.fəl],[ˈhoʊp-]
1563,Latin,"латинский, романский, латынь",[ˈlæt.ɪn],[ˈlæt̬-]
1564,resident,резидент,[ˈrezɪdənt],[ˈrezɪdənt]
1565,maternal,"материнский, с материнской стороны",[məˈtɜː.nəl],[-ˈtɝː-]
1566,swim,"плавать, плыть, проплывать",[swɪm],[swɪm]
1567,berry,"ягода, икринка, мясистый плод",[ˈber.i],[ˈber.i]
1568,peculiar,своеобразный,[pɪˈkjuː.li.ər],[-ˈkjuːl.jɚ]
1569,decide,"решать, принимать решение, решаться, принять решение",[dɪˈsaɪd],[dɪˈsaɪd]
1570,brew,"варево, напиток, варка, заваривать",[bruː],[bruː]
1571,however,тем не мение,[haʊˈevə(r)],[haʊˈevər]
1572,amenity,"удобства, прелесть, приятность",[əˈmiː.nɪ.ti],[əˈmen.ə.t̬i]
1573,network,"сеть, сетка, цепь",[ˈnetwɜːk],[ˈnetwɜːrk]
1574,exact,"взыскать, взыскивать, вымогать, точный",[ɪɡˈzækt],[ɪɡˈzækt]
1575,accustom,приучать,[əˈkʌstəm],[əˈkʌstəm]
1576,oblige,обязать,[əˈblaɪdʒ],[əˈblaɪdʒ]
1577,folk,народ,[fəʊk],[foʊk]
1578,paragraph,пункт,[ˈpær.ə.ɡrɑːf],[ˈper.ə.ɡræf]
1579,sip,глоток,[sɪp],[sɪp]
1580,extensive,"обширный, экстенсивный, пространный",[ɪkˈstensɪv],[ɪkˈstensɪv]
1581,separate,отдельный,[ˈseprət],[ˈseprət]
1582,mammal,млекопитающее,[ˈmæm.əl],[ˈmæm.əl]
1583,mantle,мантия,[ˈmæn.tl̩],[-t̬l̩]
1584,born,"родившийся, рожденный, прирожденный",[bɔːn],[bɔːrn]
1585,invasion,"вторжение, нашествие, инвазия",[ɪnˈveɪ.ʒən],[ɪnˈveɪ.ʒən]
1586,plus,плюс,[plʌs],[plʌs]
1587,longevity,"долговечность, долголетие, долгожительство",[lɒnˈdʒev.ə.ti],[lɑːnˈdʒev.ə.t̬i]
1588,face,"лицо, грань, лик",[feɪs],[feɪs]
1589,twice,дважды,[twaɪs],[twaɪs]
1590,adequate,"адекватный, достаточный, соответствующий",[ˈædɪkwət],[ˈædɪkwət]
1591,old,старый,[əʊld],[oʊld]
1592,taxpayer,налогоплательщик,[ˈtæksˌpeɪ.ər],[-ɚ]
1593,render,"оказывать, отдавать, воспроизводить",[ˈren.dər],[-dɚ]
1594,magician,"маг, волшебник, фокусник",[məˈdʒɪʃ.ən],[məˈdʒɪʃ.ən]
1595,implication,значение,[ˌɪmplɪˈkeɪʃn],[ˌɪmplɪˈkeɪʃn]
1596,detain,задерживать,[dɪˈteɪn],[dɪˈteɪn]
1597,hiss,"шипение, свист, шипеть",[hɪs],[hɪs]
1598,manual,руководство,[ˈmæn.ju.əl],[ˈmæn.ju.əl]
1599,niche,ниша,[niːʃ],[nɪtʃ]
1600,concerned,"обеспокоенный, заинтересованный, озабоченный",[kənˈsɜːnd],[kənˈsɜːrnd]
1601,deer,олень,[dɪər],[dɪr]
1602,bunk,койка,[bʌŋk],[bʌŋk]
1603,amuse,развлечь,[əˈmjuːz],[əˈmjuːz]
1604,celebrity,"знаменитость, известность, знаменитый человек",[sɪˈleb.rɪ.ti],[-t̬i]
1605,deprive,лишать,[dɪˈpraɪv],[dɪˈpraɪv]
1606,antique,"античный, антикварный, старинный",[ænˈtiːk],[ænˈtiːk]
1607,baseball,бейсбол,[ˈbeɪs.bɔːl],[-bɑːl]
1608,permission,разрешение,[pəˈmɪʃn],[pərˈmɪʃn]
1609,among,среди,[əˈmʌŋ],[əˈmʌŋ]
1610,bail,залог,[beɪl],[beɪl]
1611,weed,сорняк,[wiːd],[wiːd]
1612,aerial,воздушный,[ˈeə.ri.əl],[ˈer.i-]
1613,domain,"область, сфера, владения, домен",[dəˈmeɪn],[doʊ-]
1614,dramatic,драматический,[drəˈmætɪk],[drəˈmætɪk]
